X,Y,OBJECTID,PROGRAM_ID,AGENCY_ID,NAME,ADDRESS,ADDRESS2,ZIPCODE,AKA,PHONE,PHONE2,PHONE3,PHONE4,PHONE5,PHONE1_DESCRIPTION,PHONE2_DESCRIPTION,PHONE3_DESCRIPTION,PHONE4_DESCRIPTION,PHONE5_DESCRIPTION,FAX,WEB_URL,EMAIL,BUSINESS_HOURS,ELIGIBILITY,FEES,INTAKE,LANGUAGES,AREA_SERVED,DOCUMENTATION,DIRECTIONS,TRANSPORTATION,QUADRANT,PAYMENT_METHODS,VOLUNTEER_OPPORTUNITIES,SEASON_START_DATE,SEASON_END_DATE,WAIT_LIST_PERIOD,HANDICAP,PUBLIC_RECORD,SEARCHABLE_AREA,DIRECTOR,TITLE,WEB_WARD,DESCRIPTION,ADDRESS_ID,KEYWORD
-77.021171564795964,38.894383194880604,1038,DCAP0470AB,DCAP0470,CSOSA - DC Pre-Trial Services - Heightened Supervision Program,633 INDIANA AVENUE NW,Suite 1020,20004, HSP,(202) 220-5530,,,,,Intake Number,,,,,(202) 220-5665,http://www.dcpsa.gov/,holdere@@csas.fed.us,"8:00 am - 6:00 pm, Monday - Friday",Must be court ordered,No fee,Court Ordered,Spanish,District of Columbia,Release order from court,"Metro Rail Stop; Archives walk 1/2 block, Judiciary Square walk 3 blocks,",,NW,"No Payment,",Anytime,,,,Not Accessible,1,,Susan Shaffer,Director,,"

",238716,Criminal Correctional
-77.021171564795964,38.894383194880604,1039,DCAP0470AC,DCAP0470,CSOSA - DC Pre-Trial Services - Intensive Supervision Program,633 INDIANA AVENUE NW,Suite 1080,20004,ISP,(202) 220-5590,,,,,Intake Number,,,,,(202) 220-5595,http://www.dcpsa.gov/,,"8:00 am - 6:00 pm, Monday - Friday",Must be court ordered or agnecy,No fee,Court Ordered,Spanish,District of Columbia,Intensive Supervision Court Order,"Metro Rail Stop; Archives walk 1/2 block, Judiciary Square walk 3 blocks,",,NW,"No Payment,",Anytime,,,,Not Accessible,1,,Susan Shaffer,Director,,"Provides a carefully monitored program to facilitate the release of detained pretrial defendants consistent with public safety.  Provides a strict form of residential and community supervision in coordination with the DC Department of Corrections.

",238716,Criminal Correctional
-77.018906963542932,38.894092342814048,1040,DCAP0470AD,DCAP0470,CSOSA - DC Pre-Trial Services - Failure To Appear Unit,500 INDIANA AVENUE NW,Room C - 301,20001,,(202) 727-2943,(202) 220-5666,(202) 220-5500,,,Intake Number,After Hours,Administrative Number,,,(202) 727-0705,http://www.dcpsa.gov/,,"8:00 am - 6:00 pm, Monday - Friday",Must be court ordered or agency,No fee,"Telephone, By Appointment, Walk-In",Spanish,District of Columbia,Release order from court,"Metro Rail Stop; Archives walk 1/2 block, Judiciary Square walk 3 blocks,",,NW,"No Payment,",,,,,Not Accessible,1,,Susan Shaffer,Director,,"Handles failure to appear matters, and helps to resolve outstanding failure to appear warrants .

",285553,Criminal Correctional
-77.018906963542932,38.894092342814048,1041,DCAP0470AE,DCAP0470,CSOSA - DC Pre-Trial Services - Juvenile Drug Detection Unit,500 INDIANA AVENUE NW,Room C - 210,20001,,(202) 727-0763,,(202) 220-5500,,,Intake Number,,Administrative Number,,,(202) 727-5716,http://www.dcpsa.gov/,,"7:30 am - 7:00 pm, Monday - Friday",Court Order,No fee,By court ordered appointment,Spanish,District of Columbia,Release order from court,"Metro Rail Stop; Archives walk 1/2 block, Judiciary Square walk 3 blocks,",,NW,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Susan Shaffer,Director,,"Administers drug-testing to all juveniles arrested on criminal offenses and parents involved in neglect and intrafamily proceedings for drugs, from the time of arrest until the conclusion of their trial.

",285553,Criminal Correctional
-77.018906963542932,38.894092342814048,1042,DCAP0470AF,DCAP0470,CSOSA - DC Pre-Trial Services - Pre-Release Unit,500 INDIANA AVENUE NW,,20001,,(202) 727-4830,(202) 220-5666,(202) 220-5500,(202) 727-6823,,Intake Number,After Hours Number,Administrative Number,Evening Services,,(202) 727-5716,http://www.dcpsa.gov/,,"7:30 am - 7:00 pm, Monday - Friday",,No fee,"Referral Required, Walk-In",Spanish,District of Columbia,,"Metro Rail Stop; Archives walk 1/2 block, Judiciary Square walk 3 blocks,",,NW,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Susan Shaffer,Director,,"Interviews defendants for information to be investigated, verified, and compiled in a report to be given to judicial officers.

",285553,Criminal Correctional
-77.018906963542932,38.894092342814048,1043,DCAP0470AG,DCAP0470,CSOSA - DC Pre-Trial Services - Post-Release Unit,500 INDIANA AVENUE NW,Room C - 301,20001,,(202) 727-2943,,(202) 220-5500,,,Intake Number,,Administrative Number,,,(202) 727-0705,http://www.dcpsa.gov/,,"7:30 am - 7:00 pm, Monday - Friday",Services restricted to individuals who have pending adult charges,Sliding scale,"Referral Required, Walk-In",Spanish,District of Columbia,Copy of Court Order Release,"Metro Rail Stop; Archives walk 1/2 block, Judiciary Square walk 3 blocks,",,NW,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Susan Shaffer,Director,,"Supervises defendants released on personal recognizance with release conditions in misdemeanor cases and reports back to the court any violations.  Also, services as a support staff for some court inquiries and offers treatment options for defendants wit",285553,Criminal Correctional
-77.021171564795964,38.894383194880604,1044,DCAP0470AH,DCAP0470,CSOSA - DC Pre-Trial Services - General Supervision Program,633 INDIANA AVENUE NW,Suite 1020,20004,,(202) 220-5570,,(202) 220-5500,,,Intake Number,,Administrative Number,,,(202) 220-5565,http://www.dcpsa.gov/,,"8:00 am - 6:00 pm, Monday - Friday",Must be court ordered,No fee,Court Ordered,Spanish,District of Columbia,Court Release Order,"Metro Rail Stop; Archives walk 1/2 block, Judiciary Square walk 3 blocks,",,NW,"No Payment,",Anytime,,,,Not Accessible,1,,Susan Shaffer,Director,,"Provides supervision for defendant released on their on recognizance.  Also, provides referrals to defendants for substance abuse and outpatient mental health services as needed.",238716,Criminal Correctional
-77.016447489758505,38.8929983781602,1045,DCAP0470AI,DCAP0470,CSOSA - DC Pre-Trial Services - District Court Unit,333 CONSTITUTION AVENUE NW,Room 1413,20001,DCPSA,(202) 727-2947,,,,,Intake Number,,,,,(202) 727-4148,http://www.dcpsa.gov/,gunnm@csosa.fed.us,"8:30 am - 5:30 pm, Monday - Friday",Court Order,No fee,Court order conditions of supervision,,District of Columbia,Release order from court,"Metro Rail Stop:  Judiciary Square, 1 block",,NW,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Brian Rybicki,Supervisor,,"Services all individuals with pending charges who are released pending the final deposition of the case.

",238373,Criminal Correctional
-77.045102580018892,38.898059476929546,1046,DCAP0471AA,DCAP0471,Jacob Burns Community Legal Clinics - Consumer Mediation,2000 G STREET NW,Suite 200,20052,"George Washington University Law School, Consumer Mediation Clinic",(202) 994-7260,,,,,Intake Number,,,,,(202) 994-4693,http://www.law.gwu.edu/acad/clinics.asp,,"10:00 am - 5:00 pm, Monday, Thursday; 10:00 - 3:00 pm, Tuesday; 10:00 - 4:00 pm, Wednesday","Low income, DC residents",No Fee,"Telephone, By Appointment",,District of Columbia,Provide any documents relevant to the case,"Metro Rail Stop:  Foggy Bottom, 2 blocks North",,NW,"No Payment,",,08/31,05/01,,,1,,,,,"Provides free dispute resolution services to consumers in the DC area to help settle disputes with local businesses.  Second and third year law students act as neutral mediators, and help both parties negotiate a fair and reasonable settlement without co",240955,Legal-Mediation/Arbitration
-77.028850265373407,38.912409521541079,1047,DCAP0472AA,DCAP0472,Metropolitan Delta Adult Literacy Council,1218 R STREET NW,,20009,"MDALC, The Literacy Plus Ministry Delta Adult Literacy Council",(202) 234-2665,,,,,Main Number,,,,,(202) 234-1511,http://www.metropolitanbaptist.org/methome.htm,tomblant@aol.com,"8:30 am - 4:30 pm, Monday - Friday",,,,,,,,,NW,,,,,,,1,,Elizabeth Harrison Hicks,Executive Director,,"Enables adults and families within the Greater Washington area to acquire the listening, speaking, reading, writing, mathematics and technology skills they  need.",240900,Education-Literacy
-77.016874651235497,38.896763364911131,1048,DCAP0473AA,DCAP0473,DC Superior Court - Social Services Division,409 E STREET NW,Room 205,20001,Juvenile Probation,(202) 508-1900,,(202) 508-1800,,,Juvenile Information Control Center,,Director's Office,,,(202) 508-1981,http://www.dcsc.gov,,"8:00am - 5:00 pm, Monday - Friday","Juveniles, involved in the court system",No fee,Referral Required,,District of Columbia,,"Metro Rail Stops: Judiciary Square (Red Line ) Archives/Navy Memorial (Yellow Line) 1 block; Metro Bus Routes: 1 - 3 blocks",,NW,"No Payment,",,,,,"Outside Ramps, Elevators or None Needed",1,,"Moses McAllister, Jr.",Director,,Serves as the the juvenile probation system for the District of Columbia and is responsible for providing information and recommendations to assist the Court.  Also provides court-supervised alternatives to incarceration (court-diversion programs) and of,301242,Corrections-Diversion
-77.018906963542932,38.894092342814048,1049,DCAP0473AB,DCAP0473,DC Superior Court - Family Court - Domestic Relations Branch,500 INDIANA AVENUE NW,Room 4230,20001,Divorce Clinic,(202) 879-1261,,,,,Main Number,,,,,(202) 508-1644,http://www.dcsc.gov,,"8:30 am - 5:00 pm, Monday - Friday",DC Residents,Flat Fee,"Telephone, Walk-In",,District of Columbia,"Application packet; documents as they pertain to the case","Metro Rail Stops: Judiciary Square (Red Line ) Archives/Navy Memorial (Yellow Line) 1 block; Metro Bus Routes: 1 - 3 blocks",,NW,"No Payment,",,,,,"Outside Ramps, Elevators or None Needed",1,,,,,"Accepts filings for divorce, annulments, and legal separations, and amendments to marriage licenses, custody, visitation, foreign judgments, and adoptions.  Volunteers teach a free divorce clinic each month at the Court, explains the divorce process and ",285553,Adoption
-77.016874651235497,38.896763364911131,1050,DCAP0473AD,DCAP0473,DC Superior Court - Social Services Div. - Juvenile Drug Court,409 E STREET NW,Room 205,20001,,(202) 508-1894,,(202) 508-1870,,,Main Number,,Administrative (Program Manager),,,(202) 508-1644,www.dcbar.org,,"8:30 am - 5:00 pm,  Monday - Friday","Juveniles, must be in the court system",No fee,Referred by Court,English,District of Columbia,,"Metro Rail Stops: Judiciary Square (Red Line ) Archives/Navy Memorial (Yellow Line) 1 block; Metro Bus Routes: 1 - 3 blocks",,NW,"No Payment,",,,,,"Outside Ramps, Elevators or None Needed",1,,"Moses Mcallister, Jr","Director, Soc.Svcs. Division",,"Aimed at promoting abstinence and healthy choices for non-violent juveniles through structured supervision, regular court appearances, mandatory drug testing, education, recreational therapy and group, individual and family counseling. ",301242,Corrections-Diversion
-77.016874651235497,38.896763364911131,1051,DCAP0473AE,DCAP0473,DC Superior Court - Social Services - Employment Resources,409 E STREET NW,Room 300,20001,"ERIC, SOCIAL SERVICES DIVISION - EMPLOYMENT RESOURCES INFORMATION CENTER",(202) 508-1990,,(202) 508-1779,,,Main Number,,Administration (Supervisor's Office),,,(202) 508-1644,http://www.dcsc.gov,,"8:00 am - 5:30 pm,  Monday - Friday",Juveniles under the jurisdiction of the court system ONLY,No fee,Referral Required,"English, Spanish speaking services available",District of Columbia,Referral,"Metro Rail Stops: Judiciary Square (Red Line ) Archives/Navy Memorial (Yellow Line) 1 block; Metro Bus Routes: 1 - 3 blocks",,NW,"No Payment,",,,,,"Outside Ramps, Elevators or None Needed",1,,Carroll Boswell,Program Manager,,"Offers apprenticeship programs and paid vocational training, and educational opportunities to juveniles under the jurisdiction of the Social Services Division only.  Strives to expose juveniles to training programs that will lead to career opportunities.",301242,Employment-Training
-77.016874651235497,38.896763364911131,1052,DCAP0473AF,DCAP0473,DC Superior Court - Civil Division - Landlord and Tenant Branch,409 E STREET NW,,20001,,(202) 879-4879,(202) 879-4879,(202) 879-1152,,,Main Number,"Daily Eviction List (8 am - 4 pm, M - F)",Recorded Information (24-hours),,,(202) 508-1644,http://www.dcsc.gov,,"8:30 am - 5:00 pm, Monday - Friday; 9:00 am - 12:00 pm, Saturday",DC Residents,,"Walk-In, (Court notice specifies date and time of hearing), Telephone (for information)",,District of Columbia,Court notice or any other documents pertaining to the case,"Metro Rail Stops: Judiciary Square (Red Line ) Archives/Navy Memorial (Yellow Line) 1 block; Metro Bus Routes: 1 - 3 blocks",,NW,"No Payment,",,,,,"Outside Ramps, Elevators or None Needed",1,,Deborah Taylor-Godwin,Division Director,,"Processes all actions for the possession of real property and violations of lease agreements.  Tenants that fail to appear in court may have a judgement entered against them, which could result in an eviction.  If available, law students from the ""D.C. L",301242,Judicial Services
-77.032405818770911,38.917451816558355,1053,DCAP0479AA,DCAP0479,DCG - Office on Latino Affairs,2000 14TH STREET NW,2nd Floor,20009,"OLA, EOM, Mayor's Office on Latino Affairs",(202) 671-2825,,,,,Main Number,,,,,(202) 673-4557,http://ola.dc.gov/,ola@dc.gov,"8:00 am - 5:00 pm, Monday - Friday",,,"Telephone, Walk-In, Email","Spanish, English",District of Columbia,,,,NW,,,,,,,1,,Gustavo F. Velasquez,Director,,"Serves as a community liaison ensuring  that a full range of health, education, employment, housing, and social services are available to the Latino community in the District of Columbia.",239976,Social Service Referrals
-77.034023840210736,38.904861386900194,1054,DCAP0480AA,DCAP0541,DCG - OPC (Office of the People's Counsel),1133 15TH STREET NW,Suite 500,20005,,(202) 727-3071,,,,(202) 727-2876,Intake Number,,,,TTY/TDD Number,(202) 727-1014,http://www.opc-dc.gov/,ccceo@op-dc.gov,"8:45 am - 5:15 pm, Monday - Friday",Limited to disputes with local utility companies which come under jurisdiction of the DC Public Service Commission.,No fee,"Telephone, By Appointment, Walk-In",English,District of Columbia,,"Metro Rail Stop:  Farragut North, 3 blocks; McPherson Square, 2 blocks; Metro Bus:  ""S"" Route on 16th Street, 1 block",Will conduct home visits during complaint investigations of poor workmanship or other similar acts.,NW,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,,,,"Represents utility customers in disputes over natural gas, electric, and telephone services, as well as no-fault car insurance rates.  Advocates the provision of quality utility service and equitable treatment at rates that are just, reasonable and nondi",240246,Advocacy
-77.015654505443507,38.895453357962545,1055,DCAP0481AA,DCAP0481,DCG - Boards and Commissions,441 4TH STREET NW,Room 530 South,20001-2714,  Boards and Commissions,(202) 727-1372,,,,,General Information,,,,,(202) 727-2359,http://obc.dc.gov,,"9:00 am - 5:00 pm, Monday - Friday",,,,,,,,,NW,,,,,,,1,,Ronald R. Collins,Director,,"Reviews and makes recommendations to the Mayor for appointments to more than 150 advisory, policy making, licensing, adjudicatory and legislative boards, commissions and committees. Promotes citizen input and participation in the selection of citizens to",285552,DC Government
-76.951370282565733,38.90451804824297,1056,DCAP0477AA,DCAP0148,Marshall Heights - Michaux Senior Center,3700 HAYES STREET NE,,20019,,(202) 397-8049,,(202) 396-1200,,,Main Number,,Administrative Number,,,(202) 388-7803,http://www.mhcdo.org,fstokes@mhcdo.org,"9:00 am - 5:00 pm, Monday - Friday","DC Resident, Ages 60 and older","No fee, Flat fee daily donation","Telephone Program Director, Referral Required by D.C. Commission on Mental Health",,District of Columbia,Referral Package,,,NE,"No Payment,",Anytime,,,,,1,,Francis Stokes,Manager,,"Offers comprehensive socialization services, which are therapeutically appropriate and individually tailored to the consumer.  Provides a multi-dimensional program for mentally ill senior consumers, many whom are physically frail or have chronic and disa",295287,Seniors
-77.026888090301853,38.981616470604635,1057,DCAP0482AA,DCAP0482,Ward & Ward Mental Health Services,7530 GEORGIA AVENUE NW,,20012,,(202) 722-2224,,,,,Main Number,,,,,(202) 291-8266,,,"8:00 am - 5:00 pm, Monday - Friday","Disabled or emotionally disturbed children and young adults, ages 3 months - 21",No Fee,Referral Required (from DC Mental Retardation and Developmental Disabilities Administration or DC Child and Family Services Administration),English,District of Columbia,"Referral Documentation, Medical Diagnosis",,,NW,"No Payment, Medicaid,",,,,90,Outside Ramps,1,,Dr. Ruth E. Ward,CEO / Clinic Director,,"Operates a group home for the mentally retarded, medically fragile babies, and emotionally disturbed children and young adults.",253520,Group Homes
