victim_age,victim_gender,victim_race,date_of_incident,city,state,zipcode,county,agency,cause_of_death,symptoms_of_mental_illness,unarmed,alleged_weapon,alleged_threat_level,fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Male,Unknown race,9/4/17,Hohenwald,TN,38462,Lewis,Lewis County Sheriff’s Office,Gunshot,Unknown,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Unknown race,9/4/17,Chicago,IL,60623,Cook,Chicago Police Department,Gunshot,No,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,White,9/4/17,Toledo,OH,43613,Lucas,Toledo Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,9/3/17,Myrtle Beach,SC,29577,Horry,Myrtle Beach Police Department,Gunshot,Unknown,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Black,9/3/17,Milwaukee,WI,53209,Milwaukee,Milwaukee Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,9/3/17,Akron,OH,44308,Summit,Stow Police Department,Gunshot,Unknown,Unclear,undetermined,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,White,9/3/17,Longview,WA,98632,Cowlitz,Longview Police Department,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Unknown race,9/2/17,Beaumont,CA,92223,Riverside,Beaumont Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,9/1/17,Pittsfield,MA,1201,Berkshire,Pittsfield Police Department,Gunshot,Drug or alcohol use,Allegedly Armed,knife,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,White,9/1/17,Mount Hope,WI,53816,Grant,Grant County Sheriff's Office,Gunshot,No,Unclear,undetermined,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,9/1/17,Poultney,VT,5764,Rutland,Vermont State Police,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Unknown race,8/31/17,Everett,WA,98201,Snohomish,Snohomish County Sheriff's Office,Tasered,No,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Female,White,8/31/17,Fort Myers Beach,FL,33931,Lee,Lee County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Hispanic,8/30/17,Milpitas,CA,95035,Santa Clara,Bakersfield Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Native American,8/30/17,Sacramento,CA,95821,Sacramento,"California Highway Patrol, Sacramento County Sheriff’s Office",Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Male,Black,8/29/17,Evansville,IN,47708,Vanderburgh,"Evansville Police Department, Federal Protective Service",Gunshot,Unknown,Allegedly Armed,baseball bat,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Male,Black,8/29/17,Hazel Crest,IL,60429,Cook,Chicago Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Male,Unknown race,8/29/17,Jacksonville,AL,36265,Calhoun,Jacksonville Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,White,8/29/17,Simsboro,LA,71275,Lincoln,Lincoln Parish Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Female,White,8/29/17,Watauga,TX,76148,Tarrant,Watauga Police Department,Gunshot,Unknown,Allegedly Armed,gun,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,8/28/17,Moundridge,KS,67107,McPherson,McPherson County Sheriff's Office,Gunshot,Yes,Unarmed,none,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Black,8/28/17,Miami,FL,33147,Miami-Dade,Miami-Dade Police Department,Gunshot,No,Unarmed,none,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Male,White,8/28/17,New Milford,CT,6776,Litchfield,New Milford Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Hispanic,8/27/17,Farmington,NM,87402,San Juan,"San Juan County Sheriff's Office, New Mexico State Police",Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,8/27/17,Sharpsburg,KY,40374,Bath,Kentucky State Police,Gunshot,No,Allegedly Armed,knife,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,8/27/17,Kettering,OH,45420,Montgomery,Kettering Police Department,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Black,8/26/17,Pine Bluff,AR,71602,Jefferson,Pine Bluff Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Male,Black,8/26/17,Detroit,MI,48205,Wayne,Michigan State Police,Vehicle,No,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Hispanic,8/26/17,Guymon,OK,73942,Texas,Oklahoma Highway Patrol,Gunshot,No,Unarmed,none,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,Black,8/25/17,Woodville,GA,30669,Greene,Greene County Sheriff's Office,Gunshot,No,Unarmed,none,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Black,8/25/17,Marietta,GA,30062,Cobb,Cobb County Police Department,Tasered,No,Unarmed,none,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Female,White,8/25/17,Sunrise,FL,33351,Broward,Sunrise Police Department,Gunshot,Yes,Allegedly Armed,gun,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,White,8/25/17,Jacksonville,FL,32254,Duval,Jacksonville Sheriff's Office,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,8/24/17,Orange,NJ,7050,Essex,Essex County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Male,Hispanic,8/24/17,Lemon Grove,CA,91945,San Diego,"La Mesa Police Department, San Diego Police Department, San Diego County Sheriff's Department",Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,8/24/17,Waterford Township,MI,48329,Oakland,Waterford Police Department,Gunshot,Yes,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,Hispanic,8/23/17,Denver,CO,80204,Denver,Regional Transportation District Transit Police,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Female,White,8/23/17,Olathe,KS,66061,Johnson,"Olathe Police Department, Johnson County Sheriff's Office",Gunshot,Yes,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Transgender,Black,8/22/17,Saint Louis,MO,63113,Saint Louis City,St. Louis Metropolitan Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Male,Hispanic,8/22/17,Albuquerque,NM,97114,Yamhill,Rio Rancho Police Department,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Male,White,8/22/17,Durham,CA,95938,Butte,Butte County Sheriff’s Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,8/22/17,Santa Maria,CA,93455,Santa Barbara,Santa Barbara County Sheriff’s Office,Gunshot,No,Allegedly Armed,knife,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,White,8/22/17,Tarzana,CA,91356,Los Angeles,Santa Maria Police Department,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,Black,8/21/17,Steubenville,OH,43952,Jefferson,Adult Probation Department Jefferson County Courthouse,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,8/21/17,Morganton,NC,28655,Burke,Burke County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,White,8/21/17,Franklin,WI,54208,Brown,Kewaunee County Sheriff's Office,Gunshot,Yes,Allegedly Armed,knife,other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Male,White,8/21/17,Pardeeville,WI,53954,Columbia,Columbia County Sheriff’s Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Male,White,8/21/17,Colorado City,CO,81019,Pueblo,Pueblo County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,8/20/17,Brick,NJ,8724,Ocean,Brick Township Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Hispanic,8/20/17,Ridgecrest,CA,93555,Kern,California Highway Patrol,Gunshot,No,Unclear,undetermined,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,White,8/20/17,Marietta,OK,73448,Love,Oklahoma Highway Patrol,Gunshot,Drug or alcohol use,Allegedly Armed,gun,undetermined,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,White,8/20/17,Yellville,AR,72639,Searcy,U.S. National Park Service,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,8/19/17,Birmingham,AL,35209,Jefferson,Homewood Police Department,Gunshot,No,Allegedly Armed,taser,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Black,8/18/17,Jacksonville,FL,32210,Duval,Jacksonville Sheriff's Office,Gunshot,Drug or alcohol use,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Hispanic,8/18/17,Montebello,CA,90640,Los Angeles,Montebello Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Male,Unknown race,8/18/17,Bloomfield,NJ,7003,Essex,Bloomfield Police Department,Gunshot,No,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,8/18/17,Fairchance,PA,15436,Fayette,Pennsylvania State Police,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Male,White,8/17/17,Luverne,AL,36049,Crenshaw,Crenshaw County Sheriff's Office,Gunshot,Unknown,Unclear,undetermined,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Hispanic,8/17/17,Phoenix,AZ,85008,Maricopa,Phoenix Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,8/16/17,Livermore,CA,94551,Alameda,Livermore Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Unknown race,8/16/17,Los Angeles,CA,90059,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,No,Allegedly Armed,gun,undetermined,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Black,8/15/17,Thomasville,GA,31792,Thomas,Thomas County Sheriff's Office,Gunshot,No,Unclear,undetermined,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,White,8/14/17,Colorado Springs,CO,80909,El Paso,Colorado Springs Police Department,Gunshot,No,Unarmed,toy,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,White,8/14/17,Jacksonville,FL,32210,Duval,Jacksonville Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,Black,8/13/17,Salt Lake City,UT,84111,Salt Lake,Salt Lake City Police Department,Gunshot,No,Allegedly Armed,knife,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,Black,8/13/17,Kennewick,WA,99336,Benton,Kennewick Police Department,Gunshot,No,Allegedly Armed,sword,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,White,8/13/17,Mount Airy,GA,30563,Habersham,Habersham County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Hispanic,8/13/17,Miami Lakes,FL,33014,Miami-Dade,Miami Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,White,8/13/17,Cosby,TN,37722,Cocke,Cocke County Sheriff's Office,Gunshot,No,Allegedly Armed,machete,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,8/13/17,La Crosse,WI,54601,La Crosse,La Crosse Police Department,Gunshot,No,Allegedly Armed,gun,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Hispanic,8/12/17,Puyallup,WA,98375,Pierce,Pierce County Sheriff’s Office,Gunshot,Unknown,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,8/11/17,Philadelphia,PA,19133,Philadelphia,Philadelphia Police Department,Gunshot,Yes,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Hispanic,8/11/17,Channelview,TX,77530,Harris,Harris County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Male,White,8/10/17,Pacific Palisades,CA,90272,Los Angeles,Los Angeles Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,8/10/17,Dyer,IN,46311,Lake,Crete Police Department,Gunshot,No,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,Black,8/9/17,Kent,WA,98031,King,Kent Police Department,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Male,Black,8/8/17,Dolton,IL,60628,Cook,Dolton Police Department,Gunshot,No,Allegedly Armed,gun,other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,White,8/8/17,Junction City,KS,66441,Geary,"Junction City Police Department, Geary County Sheriff’s Office",Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Hispanic,8/7/17,Wichita,KS,67203,Sedgwick,Wichita Police Department,Gunshot,No,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,8/7/17,Kansas City,MO,64126,Jackson,Independence Police Department,Gunshot,No,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,Hispanic,8/7/17,North Bergen,NJ,7047,Hudson,North Bergen Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Black,8/6/17,Kansas City,MO,64128,Jackson,Kansas City Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,8/6/17,Bon Aqua,TN,37025,Hickman,Dickson Police Department,Gunshot,No,Allegedly Armed,knife,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Hispanic,8/5/17,Santa Rosa,CA,95403,Sonoma,Santa Rosa Police Department,"Gunshot, Taser",Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Black,8/5/17,Fort Lauderdale,FL,33311,Broward,Fort Lauderdale Police Department,Pepper Spray,Unknown,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,White,8/5/17,New Straitsville,OH,43766,Perry,New Straitsville Police Department,Gunshot,No,Unclear,undetermined,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Black,8/4/17,Myrtle Beach,SC,29575,Horry,Myrtle Beach Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,Black,8/4/17,San Diego,CA,92101,San Diego,San Diego County Sheriff's Department,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,White,8/4/17,Los Angeles,CA,90015,Los Angeles,Los Angeles Police Department,Gunshot,No,Allegedly Armed,undetermined,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,White,8/4/17,Meridian,MS,39301,Lauderdale,Lauderdale County Sheriff's Office,Gunshot,Yes,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,8/4/17,Clarendon,PA,16313,Warren,Warren City Police Department,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,White,8/4/17,Spanish Springs,NV,89441,Washoe,Washoe County Sheriff's Office,Gunshot,No,Unclear,undetermined,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,8/4/17,Kress,TX,79052,Swisher,Swisher County Sheriff’s Office,Gunshot,No,Unclear,undetermined,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Female,White,8/4/17,Marine City,MI,48039,St. Clair,Marine City Police Department,Gunshot,Unknown,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,White,8/3/17,Lima,OH,45801,Allen,Allen County Sheriff’s Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,8/2/17,Coushatta,LA,71019,Red River,Red River Parish Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Black,8/2/17,Decatur,GA,30032,Dekalb,Dekalb County Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Male,Black,8/2/17,Gary,IN,46406,Lake,Gary Police Department,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,Hispanic,8/2/17,Richmond,CA,94806,Contra Costa,Vallejo Police Department,Gunshot,No,Allegedly Armed,machete,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Male,Unknown race,8/2/17,DeLand,FL,32720,Volusia,DeLand Police Department,Vehicle,No,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,8/2/17,Worthington,WV,26591,Marion,Marion County Sheriff's Department,Gunshot,No,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Black,8/1/17,Catonsville,MD,21228,Baltimore,Baltimore County Police Department,Gunshot,No,Vehicle,vehicle,undetermined,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Black,8/1/17,Waco,TX,76708,McLennan,Waco Police Department,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Hispanic,8/1/17,Oregon House,CA,95962,Yuba,Yuba County Sheriff's Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,8/1/17,Las Vegas,NV,89103,Clark,Las Vegas Metropolitan Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,8/1/17,Mount Airy,NC,27030,Surry,Surry County Sheriff’s Office,Gunshot,No,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,8/1/17,Visalia,CA,93292,Tulare,Visalia Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,7/31/17,Brooklyn,NY,11226,Kings,New York Police Department,Gunshot,Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Black,7/31/17,Oshkosh,WI,54902,Winnebago,Oshkosh Police Department,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Hispanic,7/31/17,Los Banos,CA,93635,Merced,Los Banos Police Department,"Gunshot, Taser",Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,White,7/31/17,Albuquerque,NM,87107,Bernalillo,Albuquerque Police Department,Gunshot,No,Allegedly Armed,gun,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,White,7/29/17,Melba,ID,83641,Canyon,"Owyhee County Sheriff’s Office, Nampa Police Department, Caldwell Police Department, Canyon County Sheriff’s Office, Idaho State Police",Gunshot,Yes,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Unknown race,7/29/17,Norco,CA,92880,Riverside,Corona Police Department,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Unknown race,7/28/17,Albuquerque,NM,87105,Bernalillo,Bernalillo County Sheriff's Office,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,7/28/17,Kansas City,MO,64130,Jackson,Kansas City Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,7/28/17,Schenectady,NY,12302,Schenectady,Glenville Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Black,7/27/17,Homer,LA,71040,Claiborne,Louisiana Department of Corrections,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Hispanic,7/27/17,Chowchilla,CA,93610,Madera,"Chowchilla Police Department, California Highway Patrol",Gunshot,Unknown,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,7/27/17,Avenal,CA,93204,Kings,Avenal Police Department,Gunshot,No,Allegedly Armed,blunt object,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,7/27/17,Grand Terrace,CA,92313,San Bernardino,San Bernardino County Sheriff's Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,White,7/27/17,Los Angeles,CA,90028,Los Angeles,Los Angeles Police Department,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,White,7/27/17,Wenatchee,WA,98801,Chelan,Wenatchee Police Department,Gunshot,Unknown,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Black,7/26/17,Dayton,OH,45414,Montgomery,"Trotwood Police Department, Montgomery County Sheriff’s Office",Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
