name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,hotline_prompt,hotline1,hotline2,website,dir_prefix,dir_first,dir_mi,dir_last,dir_suffix,dir_title,dir_phone,dir_fax,dir_email,mail_street1,mail_street2,mail_city,mail_state,mail_zip,mail_zip4,latitude,longitude,type_facility,last_update,saf,mhf,mhsaf,ghf,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,onat,np,sf,md,mc,si,pi,mi,ihs,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo 
United in Jesus Outreach Ministries,,700 East Oak Street,Room 302,Canton,IL,61520,,Fulton,(309) 649-1618,,,,,,,,Mrs,Samantha,E,Norton,,Director,,,,,,,,,,40.549614,-90.025165,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,1,
Tazwood Mental Health Center Inc,,124 South Chicago Street,Suite 126,Lincoln,IL,62656,,Logan,217-732-6865,Intake,,309-347-5522,,,,http://www.tazwoodmentalhealth.org,,Ed,,Betzelberger,,Chief Executive Officer,,,,,,,,,,40.146864,-89.364233,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,1,,,,,,,1,1,,1,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,,,1,
Alcohol and Drug Professionals,,1037 South 5th Avenue,,Canton,IL,61520,3314,Fulton,309-649-1002,,,,,,,,,Deborah,,Nelson,,Proprietor,309-649-1002,,,1037 South 5th Avenue,,Canton,IL,61520,3314,40.543634,-90.02761,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,,,,,,1,1,1,1,,,1,
"Dr. Joshua Dale Bowers, M.D.",,180 South Main Street,,Canton,IL,61520,,Fulton County,(309)647-0201,,,,,,,,Dr.,Joshua,Dale,Bowers,M.D.,,(309)647-0201,(309)649-8949,,180 South Main Street,,Canton,IL,61520,,40.5536,-90.0352,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
North Central Behav Hlth System at,Fulton and McDonough Counties,229 Martin Avenue,,Canton,IL,61520,,Fulton,309-647-1881,,,,Hotline,800-344-8077,,http://www.ncbhs.org,,Donald,,Miskowiec,,,,,,P.O. Box 1488,,La Salle,IL,61301,,40.5529885,-90.0378448,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,1,,,,,,,1,1,,,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,1,1,,,1,1,1,1,,1,,1,1,1,1,1,,,,
"Dr. Brit M. Williams, M.D.",,422 West White Street,,Clinton,IL,61727,,De Witt County,(217)937-5284,,,,,,,,Dr.,Brit,M.,Williams,M.D.,,(217)937-5284,(217)937-5293,,422 West White Street,,Clinton,IL,61727,,40.1485,-88.9648,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Institute for Human Resources,,310 East Torrance Avenue,,Pontiac,IL,61764,,Livingston,815-844-6109,,,,Hotlines,309-827-4005,800-570-7284,http://www.ihrpontiac.com,,Teresa,,Diemer,BS CRADC,Executive Director,,,,P.O. Box 768,,Pontiac,IL,61764,,40.86647322,-88.62511958,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,,1,,,,,,1,1,,,1,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,,1,1,1,,,1,
Two Rivers Outreach Inc,,401 West Bridge Street,,Streator,IL,61364,2705,La Salle,815-220-0299,,,,,,,,Mr,Brian,P,McIntyre,,,815-220-0299,,,1 Les Buzz Way,,Spring Valley,IL,61362,1765,41.1190124,-88.8407504,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,1,,,1,,,1,1,1,,1,,,1,1,1,1,,,1,
Bridgeway Inc,,137 East College Street,,Kewanee,IL,61443,,Henry,(309) 852-4331,,,,,,,http://www.bway.org,,Rhonda,,Nelson,,,,,,,,,,,,41.224143,-89.926257,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,1,,,,1,,,,,,1,1,,,1,1,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,,1,1,1,,,,
" Constantino  Perales, M.D.",,1016 7th Street,,Peru,IL,61354,,LaSalle County,(815)224-2006,,,,,,,,,Constantino,,Perales,M.D.,,(815)224-2006,(815)224-1765,,1016 7th Street,,Peru,IL,61354,,41.3305,-89.1194,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LaSalle Outpatient,,118 Sterling Street,,La Salle,IL,61301,,La Salle,815-224-1249,Intake,,815-993-1116,,,,,,Deborah,,Blue,,Counselor,,,,,,,,,,41.329047,-89.087166,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,,,,,,,,1,1,,,1,,,,1,,,1,,1,,1,1,1,,,1,
" Daniel P. Saviano, M.D.",,Perry Memorial Hospital,530 Park Avenue East,Princeton,IL,61356,,Bureau County,(773)755-2081,,,,,,,,,Daniel,P.,Saviano,M.D.,,(773)755-2081,,,Perry Memorial Hospital,530 Park Avenue East,Princeton,IL,61356,,41.368,-89.4565,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Paul Herman Bonucci, ",,Princeton Prompt Care,2128 North Main Street,Princeton,IL,61356,,Bureau County,(815)875-2273,,,,,,,,Dr.,Paul,Herman,Bonucci,,,(815)875-2273,(815)207-8682,,Princeton Prompt Care,2128 North Main Street,Princeton,IL,61356,,41.3681,-89.4648,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
New Directions Counseling Center,,28 East Marion Street,Suite 5,Princeton,IL,61356,,Bureau,815-875-2192,,,,,,,http://www.newdirectionscounselingil.com,,Lisa,M,Johnson,,Director/Owner,,,,,,,,,,41.3703275,-89.4637677,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,,,,,,,,1,,1,,1,1,,,,1,,,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,1,1,,,1,1,,1,1,1,,1,,1,1,1,1,1,,,1,
North Central Behavioral Health System,,2960 Chartres Street,,La Salle,IL,61301,,La Salle,(815) 224-1610,,,,Hotline,(815) 224-1610,,http://www.ncbhs.org,,Donald,,Miskowiec,,,,,,,,,,,,41.35320616,-89.10605369,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,1,,,,,,,1,1,,,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,1,1,,,1,1,1,1,,1,,1,1,1,1,1,,,1,
Bridgeway Inc,,2323 Windish Drive,,Galesburg,IL,61401,,Knox,309-344-4200,Intake,309-344-2323,,,,,http://www.bway.org,,Rhonda,,Nelson,,,,,,,,,,,,40.974504,-90.361252,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,,1,,,,,,1,1,,,1,1,,,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,1,1,,1,,1,,1,1,1,,,1,
"Dr. Adeyemi Oludare Fatoki, M.D.",,315 E Mckinley Road,,Ottawa,IL,61350,,LaSalle County,(815)434-0228,,,,,,,,Dr.,Adeyemi,Oludare,Fatoki,M.D.,,(815)434-0228,(815)434-0148,,315 E Mckinley Road,,Ottawa,IL,61350,,41.3244,-88.8367,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Mark Andrews Mc Vay, D.O.",,112 West Center Street,PO Box 2515,Ottawa,IL,61350,,LaSalle County,(815)434-3414,,,,,,,,Dr.,Mark,Andrews,Mc Vay,D.O.,,(815)434-3414,(815)434-3013,,112 West Center Street,PO Box 2515,Ottawa,IL,61350,,41.3369,-88.8402,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7th Fire Alcohol and Drug Counseling,,218 West Madison Street,,Ottawa,IL,61350,2819,La Salle,815-433-4924,Intake,,815-433-4829,,,,http://debbi_scott2000@yahoo.com,,Debra,K,Scott,,Owner/Director,815-433-4829,,,218 West Madison Street,,Ottawa,IL,61350,2819,41.346849,-88.843411,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,,,1,
" Noah Leland Still, M.D.",,2151 W. Ravina Park Rd,,Decatur,IL,62526,,,217 429-2954,,,,,,,,,Noah,Leland,Still,M.D.,,217 429-2954,217 423-4638,,2151 W. Ravina Park Rd,,Decatur,IL,62526,,39.8652,-88.9916,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A and E Behavioral Healthcare,Associates PC,2570 East Federal Drive,,Decatur,IL,62526,,Macon,217-872-1003,,,,,,,http://www.aecounseling.com,,Kevin,,Lawton,,Clinical Coor.,,,,,,,,,,39.8884932,-88.9201486,SA,2/1/17 17:30,,,1,,1,1,,,,,,,,1,1,,,,,,,,1,,,1,,1,,1,,1,,,,1,,,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,1,,1,1,1,,,1,
"Dr. Chad Rawlings Johnston, M.D.",,2570 East Federal Drive,,Decatur,IL,62526,,Macon County,(217)872-1003,,,,,,,,Dr.,Chad,Rawlings,Johnston,M.D.,,(217)872-1003,(217)233-4150,,2570 East Federal Drive,,Decatur,IL,62526,,39.8885,-88.9201,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Dennis I. Rademacher, M.D.",,250 W Kenwood Avenue,,Decatur,IL,62521,,Macon County,(217)428-3424,,,,,,,,Dr.,Dennis,I.,Rademacher,M.D.,,(217)428-3424,(217)233-0149,,250 W Kenwood Avenue,,Decatur,IL,62521,,39.8678,-88.9589,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Family Guidance Centers,,120 North 11th Street,,Springfield,IL,62703,1002,Sangamon,217-544-9858,,,,,,,http://www.fgcinc.org,,Brian, ,Nottage,,Executive VP,224-659-7030,,,,,,,,,39.802327,-89.639895,SA,2/1/17 17:30,1,,,,1,,1,,,,,,1,,,1,1,1,,,,,,,1,1,,1,1,1,,1,,,1,1,1,1,,,1,,1,1,,,,,,1,,,,,,,1,1,,,1,1,,,,,,1,1,,1,1,,,,1,1,1,,,,,1,,,,,1,,,,1,1,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,,1,,,1,1,1,1,,1,1,
TASC Inc,Area 5,628-630 East Washington Street,3rd Floor,Springfield,IL,62701,1304,Sangamon,217-544-0842,,,,,,,,,Janelle,H,Prueter,,Vice President of Operations,,,,628-630 East Washington Street,3rd Floor,Springfield,IL,62701,1304,39.801488,-89.6466659,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,,1,,,,,,1,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,,,,,1,,1,1,1,,,,
" Donald Leroy Yakel, Jr",,Rebound healthcare systems,435 W. Washington Street,Springfield,IL,62702,,,217-210-2476,,,,,,,,,Donald,Leroy,Yakel,Jr,,217-210-2476,,,Rebound healthcare systems,435 W. Washington Street,Springfield,IL,62702,,39.8021,-89.6596,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Catherine Klein Crabtree, M.D.",,Gateway Springfield,2200 Lake Victoria Drive,Springfield,IL,62701,,Sangamon,(217)529-9266,,,,,,,,Dr.,Catherine,Klein,Crabtree,M.D.,,(217)529-9266,(217)529-9151,,Gateway Springfield,2200 Lake Victoria Drive,Springfield,IL,62701,,39.7998,-89.6494,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Dana Marie Ray, M.D.",,320 E. Central Avenue,,Decatur,IL,62521,,Macon,217-877-4697,,,,,,,,,Dana,Marie,Ray,M.D.,,217-877-4697,217-877-3078,,320 E. Central Avenue,,Decatur,IL,62521,,39.8491,-88.9525,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DUI Services,,301 West North Street,,Decatur,IL,62522,,Macon,(217) 428-3843,Intake,(217) 428-3843 ,,,,,,,Joan,,Lewis,,Owner/Partner,,,,,,,,,,39.84461,-88.958117,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,1,,1,,,,,,,1,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,1,1,,,1,1,,1,1,,,1,,1,1,1,1,1,,,1,
North Central Behavioral Health System,,727 Etna Road,,Ottawa,IL,61350,,La Salle,(815) 434-4727,Intake,(815) 224-1610,,Hotline,(815) 224-1610,,http://www.ncbhs.org,,Donald,,Miskowiec,,,,,,,,,,,,41.37361818,-88.82736148,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,1,,,,,,,1,1,,,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,1,1,,,1,1,1,1,,1,,1,1,1,1,1,,,1,
"Dr. Bhaskar R. Damera, M.D.",,151 North Main Street,,Decatur,IL,62523,,Macon County,(217)362-6262,,,,,,,,Dr.,Bhaskar,R.,Damera,M.D.,,(217)362-6262,(217)362-8923,,151 North Main Street,,Decatur,IL,62523,,39.8423,-88.9563,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Heritage Behavioral Health Center,,151 North Main Street,,Decatur,IL,62523,,Macon,217-362-6262,,,,Hotline,217-362-6262,,http://www.heritagenet.org,,Candace, ,Clevenger,,,,,,P.O. Box 710,,Decatur,IL,62525,,39.841965,-88.955901,SA,2/1/17 17:30,,,1,,1,1,1,,,,,,,,1,1,1,,,,,,,,1,1,,1,1,,,1,,,1,1,1,,1,,1,,1,1,,,,,,1,,,,,,,1,,,,,1,,,,,,1,1,,,1,1,,,1,1,,1,,,,1,,,,,1,,1,,1,1,,1,,,1,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,,1,,1,,1,1,1,,1,1,
Prevention and Treatment Services of,Decatur Inc,235 North Mill Street,Suite 800,Decatur,IL,62523,,Macon,217-330-9587,,,,,,,http://changeisachoice.org,,Lelah,M,Ray,,,,,,,,,,,,39.8432464,-88.9506384,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,1,,,1,,,1,,,,,1,,1,,1,1,,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,,1,,,,1,,1,1,1,1,1,,,1,
"Dr. Theodore Daniel Fifer, M.D.",,A&amp;E Behavioral HealthCare Associates,2570 East Federal Drive,Decatur,IL,62526,,Macon County,(217)872-1003,,,,,,,,Dr.,Theodore,Daniel,Fifer,M.D.,,(217)872-1003,(217)233-4150,,A&amp;E Behavioral HealthCare Associates,2570 East Federal Drive,Decatur,IL,62526,,39.8403,-88.9548,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pleasant Counseling,,303 East Wood Street,Suite A,Decatur,IL,62523,,Macon,217-422-6908 ,Intake,,217-855-7828 ,,,,http://www.pleasantcounseling.com,,Diane,,Pleasant,,Director,,,,,,,,,,39.840275,-88.952798,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,,,1,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,1,1,,,1,,1,,1,1,1,,,1,
Solutions Counseling and DUI Services,,1306 South 6th Street,Suite B,Springfield,IL,62703,,Sangamon,(217) 757-0000,,,,,,,http://www.solutionscounseling.info,,Lance,E,Marshall,,Executive Director,(217) 757-0000,,,,,,,,,39.78815027,-89.64826825,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,,,,1,,1,,1,1,1,,,1,
"Dr. Rakesh  Chandra, M.D.",,1201 S 4th Street,,Springfield,IL,62703,,,2172102353,,,,,,,,Dr.,Rakesh,,Chandra,M.D.,,2172102353,2172102453,,1201 S 4th Street,,Springfield,IL,62703,,39.7882,-89.6516,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Piatt County Mental Health Center,,1921 North Market Street,,Monticello,IL,61856,,Piatt,(217) 762-5371,,,,Hotline,(217) 762-4357,,http://www.pcmh-thecenter.com/,,Dan,,Koenigs,,Substance Abuse Coordinator,,,,,,,,,,40.03534507,-88.57395463,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,1,,1,1,1,,,,,,,,,1,,1,1,1,,,,1,1,,,,,,1,,,,,1,,,,,1,,1,,1,,,,,,,,,,1,1,1,1,1,1,,,1,,,,,1,1,1,1,1,,,1,
Clinical Counseling Group and,DUI Providers LLC,701 South Durkin Drive,Suite B,Springfield,IL,62704,,Sangamon,217-726-7575,,,,,,,,Ms,Leanna,J,Tomlin-Lange,,Owner,217-726-7575,,,,,,,,,39.79436,-89.704826,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,,1,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,1,,,,,,1,,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,,1,
